sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
200674,319,31,719,334,22,98,2,0,256,2.61
200675,322,36,726,345,35,115,3,0,262,2.28
200676,325,41,733,356,48,132,4,0,268,2.03
200677,328,46,740,367,61,149,5,0,274,1.84
200678,331,51,747,28,74,6,6,0,90,15.0
200679,334,56,754,39,87,23,7,0,96,4.17
200680,337,61,761,50,100,40,0,0,110,2.75
200681,340,66,768,61,113,57,1,0,116,2.04
200682,343,71,775,72,126,74,2,0,122,1.65
200683,346,76,782,83,139,91,3,0,128,1.41
200684,349,81,789,94,152,108,4,0,134,1.24
200685,352,1,796,105,165,125,5,0,140,1.12
200686,355,6,803,116,178,142,6,0,146,1.03
200687,358,11,810,127,11,159,7,1,0,0.0
200688,361,16,817,138,24,16,0,0,146,9.13
200689,364,21,824,149,37,33,1,0,152,4.61
200690,367,26,831,160,50,50,2,0,158,3.16
200691,370,31,838,171,63,67,3,0,164,2.45
200692,373,36,845,182,76,84,4,0,170,2.02
200693,376,41,852,193,89,101,5,0,176,1.74
200694,379,46,859,204,102,118,6,0,182,1.54
200695,382,51,866,215,115,135,7,0,188,1.39
200696,385,56,873,226,128,152,0,0,202,1.33
200697,388,61,880,237,141,9,1,0,368,40.89
200698,391,66,887,248,154,26,2,0,374,14.38
200699,394,71,894,259,167,43,3,0,380,8.84
200700,397,76,901,270,0,60,4,0,206,3.43
200701,400,81,908,281,13,77,5,0,212,2.75
200702,403,1,915,292,26,94,6,0,218,2.32
200703,406,6,922,303,39,111,7,0,224,2.02
200704,409,11,929,314,52,128,0,0,238,1.86
200705,412,16,936,325,65,145,1,0,244,1.68
200706,415,21,943,336,78,2,2,0,410,205.0
200707,418,26,950,347,91,19,3,0,416,21.89
200708,421,31,957,358,104,36,4,0,422,11.72
200709,424,36,964,369,117,53,5,0,428,8.08
200710,427,41,971,30,130,70,6,0,84,1.2
200711,430,46,978,41,143,87,7,0,90,1.03
200712,433,51,985,52,156,104,0,0,104,1.0
200713,436,56,992,63,169,121,1,0,110,0.91
200714,439,61,999,74,2,138,2,1,0,0.0
200715,442,66,1006,85,15,155,3,1,0,0.0
200716,445,71,1013,96,28,12,4,0,108,9.0
200717,448,76,1020,107,41,29,5,0,114,3.93
200718,451,81,1027,118,54,46,6,0,120,2.61
200719,454,1,1034,129,67,63,7,0,126,2.0
200720,457,6,1041,140,80,80,0,0,140,1.75
200721,460,11,1048,151,93,97,1,0,146,1.51
200722,463,16,1055,162,106,114,2,0,152,1.33
200723,466,21,1062,173,119,131,3,0,158,1.21
200724,469,26,1069,184,132,148,4,0,164,1.11
200725,472,31,1076,195,145,5,5,0,330,66.0
200726,475,36,1083,206,158,22,6,0,336,15.27
200727,478,41,1090,217,171,39,7,0,342,8.77
200728,481,46,1097,228,4,56,0,0,176,3.14
200729,484,51,1104,239,17,73,1,0,182,2.49
200730,487,56,1111,250,30,90,2,0,188,2.09
200731,490,61,1118,261,43,107,3,0,194,1.81
200732,493,66,1125,272,56,124,4,0,200,1.61
200733,496,71,1132,283,69,141,5,0,206,1.46
200734,499,76,1139,294,82,158,6,0,212,1.34
200735,502,81,1146,305,95,15,7,0,378,25.2
200736,505,1,1153,316,108,32,0,0,392,12.25
200737,508,6,1160,327,121,49,1,0,398,8.12
200738,511,11,1167,338,134,66,2,0,404,6.12
200739,514,16,1174,349,147,83,3,0,410,4.94
200740,517,21,1181,360,160,100,4,0,416,4.16
200741,520,26,1188,21,173,117,5,0,72,0.62
200742,523,31,1195,32,6,134,6,1,0,0.0
200743,526,36,1202,43,19,151,7,1,0,0.0
200744,529,41,1209,54,32,8,0,0,78,9.75
200745,532,46,1216,65,45,25,1,0,84,3.36
200746,535,51,1223,76,58,42,2,0,90,2.14
200747,538,56,1230,87,71,59,3,0,96,1.63
200748,541,61,1237,98,84,76,4,0,102,1.34
200749,544,66,1244,109,97,93,5,0,108,1.16
200750,547,71,1251,120,110,110,6,0,114,1.04
200751,550,76,1258,131,123,127,7,0,120,0.94
200752,553,81,1265,142,136,144,0,0,134,0.93
200753,556,1,1272,153,149,1,1,0,300,300.0
200754,559,6,1279,164,162,18,2,0,306,17.0
200755,562,11,1286,175,175,35,3,0,312,8.91
200756,565,16,1293,186,8,52,4,0,138,2.65
200757,568,21,1300,197,21,69,5,0,144,2.09
200758,571,26,1307,208,34,86,6,0,150,1.74
200759,574,31,1314,219,47,103,7,0,156,1.51
200760,577,36,1321,230,60,120,0,0,170,1.42
200761,580,41,1328,241,73,137,1,0,176,1.28
200762,583,46,1335,252,86,154,2,0,182,1.18
200763,586,51,1342,263,99,11,3,0,348,31.64
200764,589,56,1349,274,112,28,4,0,354,12.64
200765,592,61,1356,285,125,45,5,0,360,8.0
200766,595,66,1363,296,138,62,6,0,366,5.9
200767,598,71,1370,307,151,79,7,0,372,4.71
200768,601,76,1377,318,164,96,0,0,386,4.02
200769,604,81,1384,329,177,113,1,0,392,3.47
200770,607,1,1391,340,10,130,2,0,218,1.68
200771,610,6,1398,351,23,147,3,0,224,1.52
200772,613,11,1405,362,36,4,4,0,390,97.5
200773,616,16,1412,23,49,21,5,0,46,2.19
200774,619,21,1419,34,62,38,6,0,52,1.37
200775,622,26,1426,45,75,55,7,0,58,1.05
200776,625,31,1433,56,88,72,0,0,72,1.0
200777,628,36,1440,67,101,89,1,0,78,0.88
200778,631,41,1447,78,114,106,2,0,84,0.79
200779,634,46,1454,89,127,123,3,0,90,0.73
200780,637,51,1461,100,140,140,4,0,96,0.69
200781,640,56,1468,111,153,157,5,0,102,0.65
200782,643,61,1475,122,166,14,6,0,268,19.14
200783,646,66,1482,133,179,31,7,0,274,8.84
200784,649,71,1489,144,12,48,0,0,108,2.25
200785,652,76,1496,155,25,65,1,0,114,1.75
200786,655,81,1503,166,38,82,2,0,120,1.46
200787,658,1,1510,177,51,99,3,0,126,1.27
200788,661,6,1517,188,64,116,4,0,132,1.14
200789,664,11,1524,199,77,133,5,0,138,1.04
200790,667,16,1531,210,90,150,6,0,144,0.96
200791,670,21,1538,221,103,7,7,0,310,44.29
200792,673,26,1545,232,116,24,0,0,324,13.5
200793,676,31,1552,243,129,41,1,0,330,8.05
200794,679,36,1559,254,142,58,2,0,336,5.79
200795,682,41,1566,265,155,75,3,0,342,4.56
200796,685,46,1573,276,168,92,4,0,348,3.78
200797,688,51,1580,287,1,109,5,0,174,1.6
200798,691,56,1587,298,14,126,6,0,180,1.43
200799,694,61,1594,309,27,143,7,0,186,1.3
200800,697,66,1601,320,40,0,0,0,360,360.0
200801,700,71,1608,331,53,17,1,0,366,21.53
200802,703,76,1615,342,66,34,2,0,372,10.94
200803,706,81,1622,353,79,51,3,0,378,7.41
200804,709,1,1629,364,92,68,4,0,384,5.65
200805,712,6,1636,25,105,85,5,0,40,0.47
200806,715,11,1643,36,118,102,6,0,46,0.45
200807,718,16,1650,47,131,119,7,0,52,0.44
200808,721,21,1657,58,144,136,0,0,66,0.49
200809,724,26,1664,69,157,153,1,0,72,0.47
200810,727,31,1671,80,170,10,2,0,238,23.8
200811,730,36,1678,91,3,27,3,0,64,2.37
200812,733,41,1685,102,16,44,4,0,70,1.59
200813,736,46,1692,113,29,61,5,0,76,1.25
200814,739,51,1699,124,42,78,6,0,82,1.05
200815,742,56,1706,135,55,95,7,0,88,0.93
200816,745,61,1713,146,68,112,0,0,102,0.91
200817,748,66,1720,157,81,129,1,0,108,0.84
200818,751,71,1727,168,94,146,2,0,114,0.78
200819,754,76,1734,179,107,3,3,0,280,93.33
200820,757,81,1741,190,120,20,4,0,286,14.3
200821,760,1,1748,201,133,37,5,0,292,7.89
200822,763,6,1755,212,146,54,6,0,298,5.52
200823,766,11,1762,223,159,71,7,0,304,4.28
200824,769,16,1769,234,172,88,0,0,318,3.61
200825,772,21,1776,245,5,105,1,0,144,1.37
200826,775,26,1783,256,18,122,2,0,150,1.23
200827,778,31,1790,267,31,139,3,0,156,1.12
200828,781,36,1797,278,44,156,4,0,162,1.04
200829,784,41,1804,289,57,13,5,0,328,25.23
200830,787,46,1811,300,70,30,6,0,334,11.13
200831,790,51,1818,311,83,47,7,0,340,7.23
200832,793,56,1825,322,96,64,0,0,354,5.53
200833,796,61,1832,333,109,81,1,0,360,4.44
200834,799,66,1839,344,122,98,2,0,366,3.73
200835,802,71,1846,355,135,115,3,0,372,3.23
200836,805,76,1853,366,148,132,4,0,378,2.86
200837,808,81,1860,27,161,149,5,0,34,0.23
200838,811,1,1867,38,174,6,6,0,200,33.33
200839,814,6,1874,49,7,23,7,0,26,1.13
200840,817,11,1881,60,20,40,0,0,40,1.0
200841,820,16,1888,71,33,57,1,0,46,0.81
200842,823,21,1895,82,46,74,2,0,52,0.7
200843,826,26,1902,93,59,91,3,0,58,0.64
200844,829,31,1909,104,72,108,4,0,64,0.59
200845,832,36,1916,115,85,125,5,0,70,0.56
200846,835,41,1923,126,98,142,6,0,76,0.54
200847,838,46,1930,137,111,159,7,0,82,0.52
200848,841,51,1937,148,124,16,0,0,256,16.0
200849,844,56,1944,159,137,33,1,0,262,7.94
200850,847,61,1951,170,150,50,2,0,268,5.36
200851,850,66,1958,181,163,67,3,0,274,4.09
200852,853,71,1965,192,176,84,4,0,280,3.33
200853,856,76,1972,203,9,101,5,0,106,1.05
200854,859,81,1979,214,22,118,6,0,112,0.95
200855,862,1,1986,225,35,135,7,0,118,0.87
200856,865,6,1993,236,48,152,0,0,132,0.87
200857,868,11,2000,247,61,9,1,0,298,33.11
200858,871,16,2007,258,74,26,2,0,304,11.69
200859,874,21,2014,269,87,43,3,0,310,7.21
200860,877,26,2021,280,100,60,4,0,316,5.27
200861,880,31,2028,291,113,77,5,0,322,4.18
200862,883,36,2035,302,126,94,6,0,328,3.49
200863,886,41,2042,313,139,111,7,0,334,3.01
200864,889,46,2049,324,152,128,0,0,348,2.72
200865,892,51,2056,335,165,145,1,0,354,2.44
200866,895,56,2063,346,178,2,2,0,520,260.0
200867,898,61,2070,357,11,19,3,0,346,18.21
200868,901,66,2077,368,24,36,4,0,352,9.78
200869,904,71,2084,29,37,53,5,0,8,0.15
200870,907,76,2091,40,50,70,6,0,14,0.2
200871,910,81,2098,51,63,87,7,0,20,0.23
200872,913,1,2105,62,76,104,0,0,34,0.33
200873,916,6,2112,73,89,121,1,0,40,0.33
200874,919,11,2119,84,102,138,2,0,46,0.33
200875,922,16,2126,95,115,155,3,0,52,0.34
200876,925,21,2133,106,128,12,4,0,218,18.17
200877,928,26,2140,117,141,29,5,0,224,7.72
200878,931,31,2147,128,154,46,6,0,230,5.0
200879,934,36,2154,139,167,63,7,0,236,3.75
200880,937,41,2161,150,0,80,0,0,70,0.88
200881,940,46,2168,161,13,97,1,0,76,0.78
200882,943,51,2175,172,26,114,2,0,82,0.72
200883,946,56,2182,183,39,131,3,0,88,0.67
200884,949,61,2189,194,52,148,4,0,94,0.64
200885,952,66,2196,205,65,5,5,0,260,52.0
200886,955,71,2203,216,78,22,6,0,266,12.09
200887,958,76,2210,227,91,39,7,0,272,6.97
200888,961,81,2217,238,104,56,0,0,286,5.11
200889,964,1,2224,249,117,73,1,0,292,4.0
200890,967,6,2231,260,130,90,2,0,298,3.31
200891,970,11,2238,271,143,107,3,0,304,2.84
200892,973,16,2245,282,156,124,4,0,310,2.5
200893,976,21,2252,293,169,141,5,0,316,2.24
200894,979,26,2259,304,2,158,6,0,142,0.9
200895,982,31,2266,315,15,15,7,0,308,20.53
200896,985,36,2273,326,28,32,0,0,322,10.06
200897,988,41,2280,337,41,49,1,0,328,6.69
200898,991,46,2287,348,54,66,2,0,334,5.06
200899,994,51,2294,359,67,83,3,0,340,4.1
200900,997,56,2301,20,80,100,4,1,0,0.0
200901,1000,61,2308,31,93,117,5,0,2,0.02
200902,1003,66,2315,42,106,134,6,0,8,0.06
200903,1006,71,2322,53,119,151,7,0,14,0.09
200904,1009,76,2329,64,132,8,0,0,188,23.5
200905,1012,81,2336,75,145,25,1,0,194,7.76
200906,1015,1,2343,86,158,42,2,0,200,4.76
200907,1018,6,2350,97,171,59,3,0,206,3.49
200908,1021,11,2357,108,4,76,4,0,32,0.42
200909,1024,16,2364,119,17,93,5,0,38,0.41
200910,1027,21,2371,130,30,110,6,0,44,0.4
200911,1030,26,2378,141,43,127,7,0,50,0.39
200912,1033,31,2385,152,56,144,0,0,64,0.44
200913,1036,36,2392,163,69,1,1,0,230,230.0
200914,1039,41,2399,174,82,18,2,0,236,13.11
200915,1042,46,2406,185,95,35,3,0,242,6.91
200916,1045,51,2413,196,108,52,4,0,248,4.77
200917,1048,56,2420,207,121,69,5,0,254,3.68
200918,1051,61,2427,218,134,86,6,0,260,3.02
200919,1054,66,2434,229,147,103,7,0,266,2.58
200920,1057,71,2441,240,160,120,0,0,280,2.33
200921,1060,76,2448,251,173,137,1,0,286,2.09
200922,1063,81,2455,262,6,154,2,0,112,0.73
200923,1066,1,2462,273,19,11,3,0,278,25.27
200924,1069,6,2469,284,32,28,4,0,284,10.14
200925,1072,11,2476,295,45,45,5,0,290,6.44
200926,1075,16,2483,306,58,62,6,0,296,4.77
200927,1078,21,2490,317,71,79,7,0,302,3.82
200928,1081,26,2497,328,84,96,0,0,316,3.29
200929,1084,31,2504,339,97,113,1,0,322,2.85
200930,1087,36,2511,350,110,130,2,0,328,2.52
200931,1090,41,2518,361,123,147,3,0,334,2.27
200932,1093,46,2525,22,136,4,4,0,150,37.5
200933,1096,51,2532,33,149,21,5,0,156,7.43
200934,3,56,2539,44,162,38,6,0,162,4.26
200935,6,61,2546,55,175,55,7,0,168,3.05
200936,9,66,2553,66,8,72,0,0,2,0.03
200937,12,71,2560,77,21,89,1,0,8,0.09
200938,15,76,2567,88,34,106,2,0,14,0.13
200939,18,81,2574,99,47,123,3,0,20,0.16
200940,21,1,2581,110,60,140,4,0,26,0.19
200941,24,6,2588,121,73,157,5,0,32,0.2
200942,27,11,2595,132,86,14,6,0,198,14.14
200943,30,16,2602,143,99,31,7,0,204,6.58
200944,33,21,2609,154,112,48,0,0,218,4.54
200945,36,26,2616,165,125,65,1,0,224,3.45
200946,39,31,2623,176,138,82,2,0,230,2.8
200947,42,36,2630,187,151,99,3,0,236,2.38
200948,45,41,2637,198,164,116,4,0,242,2.09
200949,48,46,2644,209,177,133,5,0,248,1.86
200950,51,51,2651,220,10,150,6,0,74,0.49
200951,54,56,2658,231,23,7,7,0,240,34.29
200952,57,61,2665,242,36,24,0,0,254,10.58
200953,60,66,2672,253,49,41,1,0,260,6.34
200954,63,71,2679,264,62,58,2,0,266,4.59
200955,66,76,2686,275,75,75,3,0,272,3.63
200956,69,81,2693,286,88,92,4,0,278,3.02
200957,72,1,2700,297,101,109,5,0,284,2.61
200958,75,6,2707,308,114,126,6,0,290,2.3
200959,78,11,2714,319,127,143,7,0,296,2.07
200960,81,16,2721,330,140,0,0,0,470,470.0
200961,84,21,2728,341,153,17,1,0,476,28.0
200962,87,26,2735,352,166,34,2,0,482,14.18
200963,90,31,2742,363,179,51,3,0,488,9.57
200964,93,36,2749,24,12,68,4,1,0,0.0
200965,96,41,2756,35,25,85,5,1,0,0.0
200966,99,46,2763,46,38,102,6,1,0,0.0
200967,102,51,2770,57,51,119,7,1,0,0.0
200968,105,56,2777,68,64,136,0,1,0,0.0
200969,108,61,2784,79,77,153,1,0,2,0.01
200970,111,66,2791,90,90,10,2,0,168,16.8
200971,114,71,2798,101,103,27,3,0,174,6.44
200972,117,76,2805,112,116,44,4,0,180,4.09
200973,120,81,2812,123,129,61,5,0,186,3.05
200974,123,1,2819,134,142,78,6,0,192,2.46
200975,126,6,2826,145,155,95,7,0,198,2.08
200976,129,11,2833,156,168,112,0,0,212,1.89
200977,132,16,2840,167,1,129,1,0,38,0.29
200978,135,21,2847,178,14,146,2,0,44,0.3
200979,138,26,2854,189,27,3,3,0,210,70.0
200980,141,31,2861,200,40,20,4,0,216,10.8
200981,144,36,2868,211,53,37,5,0,222,6.0
200982,147,41,2875,222,66,54,6,0,228,4.22
200983,150,46,2882,233,79,71,7,0,234,3.3
200984,153,51,2889,244,92,88,0,0,248,2.82
200985,156,56,2896,255,105,105,1,0,254,2.42
200986,159,61,2903,266,118,122,2,0,260,2.13
200987,162,66,2910,277,131,139,3,0,266,1.91
200988,165,71,2917,288,144,156,4,0,272,1.74
200989,168,76,2924,299,157,13,5,0,438,33.69
200990,171,81,2931,310,170,30,6,0,444,14.8
200991,174,1,2938,321,3,47,7,0,270,5.74
200992,177,6,2945,332,16,64,0,0,284,4.44
200993,180,11,2952,343,29,81,1,0,290,3.58
200994,183,16,2959,354,42,98,2,0,296,3.02
200995,186,21,2966,365,55,115,3,0,302,2.63
200996,189,26,2973,26,68,132,4,1,0,0.0
200997,192,31,2980,37,81,149,5,1,0,0.0
200998,195,36,2987,48,94,6,6,0,130,21.67
200999,198,41,2994,59,107,23,7,0,136,5.91
201000,201,46,3001,70,120,40,0,0,150,3.75
201001,204,51,3008,81,133,57,1,0,156,2.74
201002,207,56,3015,92,146,74,2,0,162,2.19
201003,210,61,3022,103,159,91,3,0,168,1.85
201004,213,66,3029,114,172,108,4,0,174,1.61
201005,216,71,3036,125,5,125,5,1,0,0.0
201006,219,76,3043,136,18,142,6,0,6,0.04
201007,222,81,3050,147,31,159,7,0,12,0.08
201008,225,1,3057,158,44,16,0,0,186,11.63
201009,228,6,3064,169,57,33,1,0,192,5.82
201010,231,11,3071,180,70,50,2,0,198,3.96
201011,234,16,3078,191,83,67,3,0,204,3.04
201012,237,21,3085,202,96,84,4,0,210,2.5
201013,240,26,3092,213,109,101,5,0,216,2.14
201014,243,31,3099,224,122,118,6,0,222,1.88
201015,246,36,3106,235,135,135,7,0,228,1.69
201016,249,41,3113,246,148,152,0,0,242,1.59
201017,252,46,3120,257,161,9,1,0,408,45.33
201018,255,51,3127,268,174,26,2,0,414,15.92
201019,258,56,3134,279,7,43,3,0,240,5.58
201020,261,61,3141,290,20,60,4,0,246,4.1
201021,264,66,3148,301,33,77,5,0,252,3.27
201022,267,71,3155,312,46,94,6,0,258,2.74
201023,270,76,3162,323,59,111,7,0,264,2.38
201024,273,81,3169,334,72,128,0,0,278,2.17
201025,276,1,3176,345,85,145,1,0,284,1.96
201026,279,6,3183,356,98,2,2,0,450,225.0
201027,282,11,3190,367,111,19,3,0,456,24.0
201028,285,16,3197,28,124,36,4,0,112,3.11
201029,288,21,3204,39,137,53,5,0,118,2.23
201030,291,26,3211,50,150,70,6,0,124,1.77
201031,294,31,3218,61,163,87,7,0,130,1.49
201032,297,36,3225,72,176,104,0,0,144,1.38
201033,300,41,3232,83,9,121,1,1,0,0.0
201034,303,46,3239,94,22,138,2,1,0,0.0
201035,306,51,3246,105,35,155,3,1,0,0.0
201036,309,56,3253,116,48,12,4,0,148,12.33
201037,312,61,3260,127,61,29,5,0,154,5.31
201038,315,66,3267,138,74,46,6,0,160,3.48
201039,318,71,3274,149,87,63,7,0,166,2.63
201040,321,76,3281,160,100,80,0,0,180,2.25
201041,324,81,3288,171,113,97,1,0,186,1.92
201042,327,1,3295,182,126,114,2,0,192,1.68
201043,330,6,3302,193,139,131,3,0,198,1.51
201044,333,11,3309,204,152,148,4,0,204,1.38
201045,336,16,3316,215,165,5,5,0,370,74.0
201046,339,21,3323,226,178,22,6,0,376,17.09
201047,342,26,3330,237,11,39,7,0,202,5.18
201048,345,31,3337,248,24,56,0,0,216,3.86
201049,348,36,3344,259,37,73,1,0,222,3.04
201050,351,41,3351,270,50,90,2,0,228,2.53
201051,354,46,3358,281,63,107,3,0,234,2.19
201052,357,51,3365,292,76,124,4,0,240,1.94
201053,360,56,3372,303,89,141,5,0,246,1.74
201054,363,61,3379,314,102,158,6,0,252,1.59
201055,366,66,3386,325,115,15,7,0,418,27.87
201056,369,71,3393,336,128,32,0,0,432,13.5
201057,372,76,3400,347,141,49,1,0,438,8.94
201058,375,81,3407,358,154,66,2,0,444,6.73
201059,378,1,3414,369,167,83,3,0,450,5.42
201060,381,6,3421,30,0,100,4,1,0,0.0
201061,384,11,3428,41,13,117,5,1,0,0.0
201062,387,16,3435,52,26,134,6,1,0,0.0
201063,390,21,3442,63,39,151,7,1,0,0.0
201064,393,26,3449,74,52,8,0,0,118,14.75
201065,396,31,3456,85,65,25,1,0,124,4.96
201066,399,36,3463,96,78,42,2,0,130,3.1
201067,402,41,3470,107,91,59,3,0,136,2.31
201068,405,46,3477,118,104,76,4,0,142,1.87
201069,408,51,3484,129,117,93,5,0,148,1.59
201070,411,56,3491,140,130,110,6,0,154,1.4
201071,414,61,3498,151,143,127,7,0,160,1.26
201072,417,66,3505,162,156,144,0,0,174,1.21
201073,420,71,3512,173,169,1,1,0,340,340.0
201074,423,76,3519,184,2,18,2,0,166,9.22
201075,426,81,3526,195,15,35,3,0,172,4.91
201076,429,1,3533,206,28,52,4,0,178,3.42
201077,432,6,3540,217,41,69,5,0,184,2.67
201078,435,11,3547,228,54,86,6,0,190,2.21
201079,438,16,3554,239,67,103,7,0,196,1.9
201080,441,21,3561,250,80,120,0,0,210,1.75
201081,444,26,3568,261,93,137,1,0,216,1.58
201082,447,31,3575,272,106,154,2,0,222,1.44
201083,450,36,3582,283,119,11,3,0,388,35.27
201084,453,41,3589,294,132,28,4,0,394,14.07
201085,456,46,3596,305,145,45,5,0,400,8.89
201086,459,51,3603,316,158,62,6,0,406,6.55
201087,462,56,3610,327,171,79,7,0,412,5.22
201088,465,61,3617,338,4,96,0,0,246,2.56
201089,468,66,3624,349,17,113,1,0,252,2.23
201090,471,71,3631,360,30,130,2,0,258,1.98
201091,474,76,3638,21,43,147,3,1,0,0.0
201092,477,81,3645,32,56,4,4,0,80,20.0
201093,480,1,3652,43,69,21,5,0,86,4.1
201094,483,6,3659,54,82,38,6,0,92,2.42
201095,486,11,3666,65,95,55,7,0,98,1.78
201096,489,16,3673,76,108,72,0,0,112,1.56
201097,492,21,3680,87,121,89,1,0,118,1.33
201098,495,26,3687,98,134,106,2,0,124,1.17
201099,498,31,3694,109,147,123,3,0,130,1.06
201100,501,36,3701,120,160,140,4,0,136,0.97
201101,504,41,3708,131,173,157,5,0,142,0.9
201102,507,46,3715,142,6,14,6,0,128,9.14
201103,510,51,3722,153,19,31,7,0,134,4.32
201104,513,56,3729,164,32,48,0,0,148,3.08
201105,516,61,3736,175,45,65,1,0,154,2.37
201106,519,66,3743,186,58,82,2,0,160,1.95
201107,522,71,3750,197,71,99,3,0,166,1.68
201108,525,76,3757,208,84,116,4,0,172,1.48
201109,528,81,3764,219,97,133,5,0,178,1.34
201110,531,1,3771,230,110,150,6,0,184,1.23
201111,534,6,3778,241,123,7,7,0,350,50.0
201112,537,11,3785,252,136,24,0,0,364,15.17
201113,540,16,3792,263,149,41,1,0,370,9.02
201114,543,21,3799,274,162,58,2,0,376,6.48
201115,546,26,3806,285,175,75,3,0,382,5.09
201116,549,31,3813,296,8,92,4,0,208,2.26
201117,552,36,3820,307,21,109,5,0,214,1.96
201118,555,41,3827,318,34,126,6,0,220,1.75
201119,558,46,3834,329,47,143,7,0,226,1.58
201120,561,51,3841,340,60,0,0,0,400,400.0
201121,564,56,3848,351,73,17,1,0,406,23.88
201122,567,61,3855,362,86,34,2,0,412,12.12
201123,570,66,3862,23,99,51,3,0,68,1.33
201124,573,71,3869,34,112,68,4,0,74,1.09
201125,576,76,3876,45,125,85,5,0,80,0.94
201126,579,81,3883,56,138,102,6,0,86,0.84
201127,582,1,3890,67,151,119,7,0,92,0.77
201128,585,6,3897,78,164,136,0,0,106,0.78
201129,588,11,3904,89,177,153,1,0,112,0.73
201130,591,16,3911,100,10,10,2,0,98,9.8
201131,594,21,3918,111,23,27,3,0,104,3.85
201132,597,26,3925,122,36,44,4,0,110,2.5
201133,600,31,3932,133,49,61,5,0,116,1.9
201134,603,36,3939,144,62,78,6,0,122,1.56
201135,606,41,3946,155,75,95,7,0,128,1.35
201136,609,46,3953,166,88,112,0,0,142,1.27
201137,612,51,3960,177,101,129,1,0,148,1.15
201138,615,56,3967,188,114,146,2,0,154,1.05
201139,618,61,3974,199,127,3,3,0,320,106.67
201140,621,66,3981,210,140,20,4,0,326,16.3
201141,624,71,3988,221,153,37,5,0,332,8.97
201142,627,76,3995,232,166,54,6,0,338,6.26
201143,630,81,4002,243,179,71,7,0,344,4.85
201144,633,1,4009,254,12,88,0,0,178,2.02
201145,636,6,4016,265,25,105,1,0,184,1.75
201146,639,11,4023,276,38,122,2,0,190,1.56
201147,642,16,4030,287,51,139,3,0,196,1.41
201148,645,21,4037,298,64,156,4,0,202,1.29
201149,648,26,4044,309,77,13,5,0,368,28.31
201150,651,31,4051,320,90,30,6,0,374,12.47
201151,654,36,4058,331,103,47,7,0,380,8.09
201152,657,41,4065,342,116,64,0,0,394,6.16
201153,660,46,4072,353,129,81,1,0,400,4.94
201154,663,51,4079,364,142,98,2,0,406,4.14
201155,666,56,4086,25,155,115,3,0,62,0.54
201156,669,61,4093,36,168,132,4,0,68,0.52
201157,672,66,4100,47,1,149,5,1,0,0.0
201158,675,71,4107,58,14,6,6,0,60,10.0
201159,678,76,4114,69,27,23,7,0,66,2.87
201160,681,81,4121,80,40,40,0,0,80,2.0
201161,684,1,4128,91,53,57,1,0,86,1.51
201162,687,6,4135,102,66,74,2,0,92,1.24
201163,690,11,4142,113,79,91,3,0,98,1.08
201164,693,16,4149,124,92,108,4,0,104,0.96
201165,696,21,4156,135,105,125,5,0,110,0.88
201166,699,26,4163,146,118,142,6,0,116,0.82
201167,702,31,4170,157,131,159,7,0,122,0.77
201168,705,36,4177,168,144,16,0,0,296,18.5
201169,708,41,4184,179,157,33,1,0,302,9.15
201170,711,46,4191,190,170,50,2,0,308,6.16
201171,714,51,4198,201,3,67,3,0,134,2.0
201172,717,56,4205,212,16,84,4,0,140,1.67
201173,720,61,4212,223,29,101,5,0,146,1.45
201174,723,66,4219,234,42,118,6,0,152,1.29
201175,726,71,4226,245,55,135,7,0,158,1.17
201176,729,76,4233,256,68,152,0,0,172,1.13
201177,732,81,4240,267,81,9,1,0,338,37.56
201178,735,1,4247,278,94,26,2,0,344,13.23
201179,738,6,4254,289,107,43,3,0,350,8.14
